Subject,Entries,Gender,Year,Level
Administration,2661.0,Female,2012,Intermediate_2
Business Management,2001.0,Female,2012,Intermediate_2
Care,656.0,Female,2012,Intermediate_2
Care Issues for Society: Child Care,35.0,Female,2012,Intermediate_2
Care Issues for Society: Older People,66.0,Female,2012,Intermediate_2
Computing,853.0,Female,2012,Intermediate_2
Construction Crafts,27.0,Female,2012,Intermediate_2
Creative Cake Production,696.0,Female,2012,Intermediate_2
Early Education and Childcare,665.0,Female,2012,Intermediate_2
Electrical Installation Fundamentals,1.0,Female,2012,Intermediate_2
Electronic and Electrical Fundamentals,2.0,Female,2012,Intermediate_2
Energy,42.0,Female,2012,Intermediate_2
Engineering Craft Skills,51.0,Female,2012,Intermediate_2
Engineering Skills,14.0,Female,2012,Intermediate_2
Financial Services,10.0,Female,2012,Intermediate_2
Graphic Communication,904.0,Female,2012,Intermediate_2
Hairdressing,380.0,Female,2012,Intermediate_2
Health and Safety in Care Settings,239.0,Female,2012,Intermediate_2
Health Sector,160.0,Female,2012,Intermediate_2
Home Economics: Fashion and Textile Technology,207.0,Female,2012,Intermediate_2
Home Economics: Health and Food Technology,238.0,Female,2012,Intermediate_2
Home Economics: Lifestyle and Consumer Technology,59.0,Female,2012,Intermediate_2
Hospitality,58.0,Female,2012,Intermediate_2
Hospitality - General Operations,47.0,Female,2012,Intermediate_2
Hospitality: Practical Cookery,3792.0,Female,2012,Intermediate_2
Hospitality - Professional Cookery,50.0,Female,2012,Intermediate_2
Information Systems,388.0,Female,2012,Intermediate_2
Laboratory Science,43.0,Female,2012,Intermediate_2
Maritime Skills,4.0,Female,2012,Intermediate_2
Personal Development,162.0,Female,2012,Intermediate_2
Product Design,305.0,Female,2012,Intermediate_2
Retailing,57.0,Female,2012,Intermediate_2
Selling Overseas Tourist Destinations,28.0,Female,2012,Intermediate_2
Technological Studies,7.0,Female,2012,Intermediate_2
Travel and Tourism,380.0,Female,2012,Intermediate_2
Woodworking Skills,554.0,Female,2012,Intermediate_2
Art and Design,5321.0,Female,2012,Intermediate_2
Creative Industries,88.0,Female,2012,Intermediate_2
Drama,1129.0,Female,2012,Intermediate_2
Media Studies,382.0,Female,2012,Intermediate_2
Music,2107.0,Female,2012,Intermediate_2
Physical Education,1377.0,Female,2012,Intermediate_2
Sport and Recreation,73.0,Female,2012,Intermediate_2
Chinese Languages,37.0,Male,2013,Intermediate_2
Classical Greek,5.0,Male,2013,Intermediate_2
English,11671.0,Male,2013,Intermediate_2
English for Speakers of Other Languages,301.0,Male,2013,Intermediate_2
French,1679.0,Male,2013,Intermediate_2
Gaelic (Learners),21.0,Male,2013,Intermediate_2
Gàidhlig,15.0,Male,2013,Intermediate_2
German,439.0,Male,2013,Intermediate_2
Italian,42.0,Male,2013,Intermediate_2
Latin,77.0,Male,2013,Intermediate_2
Russian,7.0,Male,2013,Intermediate_2
Spanish,726.0,Male,2013,Intermediate_2
Accounting,167.0,Male,2013,Intermediate_2
Mathematics,11838.0,Male,2013,Intermediate_2
Biology,2913.0,Male,2013,Intermediate_2
Biotechnology,45.0,Male,2013,Intermediate_2
Chemistry,2444.0,Male,2013,Intermediate_2
Geology,10.0,Male,2013,Intermediate_2
Managing Environmental Resources,93.0,Male,2013,Intermediate_2
Physics,3601.0,Male,2013,Intermediate_2
Classical Studies,53.0,Male,2013,Intermediate_2
Economics,235.0,Male,2013,Intermediate_2
Geography,2074.0,Male,2013,Intermediate_2
History,2766.0,Male,2013,Intermediate_2
Modern Studies,1636.0,Male,2013,Intermediate_2
Philosophy,110.0,Male,2013,Intermediate_2
Psychology,151.0,Male,2013,Intermediate_2
"Religious, Moral and Philosophical Studies",439.0,Male,2013,Intermediate_2
Sociology,60.0,Male,2013,Intermediate_2
Administration,938.0,Male,2013,Intermediate_2
Business Management,1794.0,Male,2013,Intermediate_2
Care,64.0,Male,2013,Intermediate_2
Care Issues for Society: Older People,5.0,Male,2013,Intermediate_2
Computing,2405.0,Male,2013,Intermediate_2
Construction Crafts,260.0,Male,2013,Intermediate_2
Creative Cake Production,226.0,Male,2013,Intermediate_2
Early Education and Childcare,26.0,Male,2013,Intermediate_2
Electrical Installation Fundamentals,75.0,Male,2013,Intermediate_2
Electronic and Electrical Fundamentals,34.0,Male,2013,Intermediate_2
Energy,182.0,Male,2013,Intermediate_2
Engineering Craft Skills,984.0,Male,2013,Intermediate_2
Engineering Skills,183.0,Male,2013,Intermediate_2
Financial Services,15.0,Male,2013,Intermediate_2
Graphic Communication,2234.0,Male,2013,Intermediate_2
Hairdressing,8.0,Male,2013,Intermediate_2
Health and Safety in Care Settings,17.0,Male,2013,Intermediate_2
Health Sector,17.0,Male,2013,Intermediate_2
Home Economics: Fashion and Textile Technology,1.0,Male,2013,Intermediate_2
Home Economics: Health and Food Technology,64.0,Male,2013,Intermediate_2
Home Economics: Lifestyle and Consumer Technology,2.0,Male,2013,Intermediate_2
Hospitality,30.0,Male,2013,Intermediate_2
Hospitality - General Operations,47.0,Male,2013,Intermediate_2
Hospitality: Practical Cookery,1929.0,Male,2013,Intermediate_2
Hospitality - Professional Cookery,50.0,Male,2013,Intermediate_2
Information Systems,855.0,Male,2013,Intermediate_2
Laboratory Science,79.0,Male,2013,Intermediate_2
Maritime Skills,78.0,Male,2013,Intermediate_2
Personal Development,177.0,Male,2013,Intermediate_2
Product Design,771.0,Male,2013,Intermediate_2
Retailing,27.0,Male,2013,Intermediate_2
Selling Overseas Tourist Destinations,2.0,Male,2013,Intermediate_2
Technological Studies,169.0,Male,2013,Intermediate_2
Travel and Tourism,232.0,Male,2013,Intermediate_2
Woodworking Skills,4011.0,Male,2013,Intermediate_2
Art and Design,1699.0,Male,2013,Intermediate_2
Creative Industries,201.0,Male,2013,Intermediate_2
Drama,569.0,Male,2013,Intermediate_2
Media Studies,454.0,Male,2013,Intermediate_2
Music,1758.0,Male,2013,Intermediate_2
Physical Education,3925.0,Male,2013,Intermediate_2
Sport and Recreation,271.0,Male,2013,Intermediate_2
Chinese Languages,47.0,Female,2013,Intermediate_2
Classical Greek,12.0,Female,2013,Intermediate_2
English,11794.0,Female,2013,Intermediate_2
English for Speakers of Other Languages,397.0,Female,2013,Intermediate_2
French,2810.0,Female,2013,Intermediate_2
Gaelic (Learners),17.0,Female,2013,Intermediate_2
Gàidhlig,15.0,Female,2013,Intermediate_2
German,554.0,Female,2013,Intermediate_2
Italian,102.0,Female,2013,Intermediate_2
Latin,79.0,Female,2013,Intermediate_2
Russian,6.0,Female,2013,Intermediate_2
Spanish,1330.0,Female,2013,Intermediate_2
Accounting,137.0,Female,2013,Intermediate_2
Mathematics,12226.0,Female,2013,Intermediate_2
Biology,5124.0,Female,2013,Intermediate_2
Biotechnology,43.0,Female,2013,Intermediate_2
Chemistry,2264.0,Female,2013,Intermediate_2
Geology,7.0,Female,2013,Intermediate_2
Managing Environmental Resources,55.0,Female,2013,Intermediate_2
Physics,1272.0,Female,2013,Intermediate_2
Classical Studies,69.0,Female,2013,Intermediate_2
Economics,110.0,Female,2013,Intermediate_2
Geography,1491.0,Female,2013,Intermediate_2
History,2838.0,Female,2013,Intermediate_2
Modern Studies,2046.0,Female,2013,Intermediate_2
Philosophy,160.0,Female,2013,Intermediate_2
Psychology,367.0,Female,2013,Intermediate_2
"Religious, Moral and Philosophical Studies",739.0,Female,2013,Intermediate_2
Sociology,171.0,Female,2013,Intermediate_2
Administration,2656.0,Female,2013,Intermediate_2
Business Management,2249.0,Female,2013,Intermediate_2
Care,670.0,Female,2013,Intermediate_2
Care Issues for Society: Older People,35.0,Female,2013,Intermediate_2
Computing,656.0,Female,2013,Intermediate_2
Construction Crafts,7.0,Female,2013,Intermediate_2
Creative Cake Production,912.0,Female,2013,Intermediate_2
Early Education and Childcare,914.0,Female,2013,Intermediate_2
Electrical Installation Fundamentals,0.0,Female,2013,Intermediate_2
Electronic and Electrical Fundamentals,5.0,Female,2013,Intermediate_2
Energy,45.0,Female,2013,Intermediate_2
Engineering Craft Skills,55.0,Female,2013,Intermediate_2
Engineering Skills,6.0,Female,2013,Intermediate_2
Financial Services,24.0,Female,2013,Intermediate_2
Graphic Communication,895.0,Female,2013,Intermediate_2
Hairdressing,303.0,Female,2013,Intermediate_2
Health and Safety in Care Settings,197.0,Female,2013,Intermediate_2
Health Sector,168.0,Female,2013,Intermediate_2
Home Economics: Fashion and Textile Technology,185.0,Female,2013,Intermediate_2
Home Economics: Health and Food Technology,252.0,Female,2013,Intermediate_2
Home Economics: Lifestyle and Consumer Technology,40.0,Female,2013,Intermediate_2
Hospitality,63.0,Female,2013,Intermediate_2
Hospitality - General Operations,87.0,Female,2013,Intermediate_2
Hospitality: Practical Cookery,4007.0,Female,2013,Intermediate_2
Hospitality - Professional Cookery,68.0,Female,2013,Intermediate_2
Information Systems,426.0,Female,2013,Intermediate_2
Laboratory Science,86.0,Female,2013,Intermediate_2
Maritime Skills,3.0,Female,2013,Intermediate_2
Personal Development,221.0,Female,2013,Intermediate_2
Product Design,319.0,Female,2013,Intermediate_2
Retailing,74.0,Female,2013,Intermediate_2
Selling Overseas Tourist Destinations,13.0,Female,2013,Intermediate_2
Technological Studies,12.0,Female,2013,Intermediate_2
Travel and Tourism,431.0,Female,2013,Intermediate_2
Woodworking Skills,579.0,Female,2013,Intermediate_2
Art and Design,5518.0,Female,2013,Intermediate_2
Creative Industries,211.0,Female,2013,Intermediate_2
Drama,1187.0,Female,2013,Intermediate_2
Media Studies,441.0,Female,2013,Intermediate_2
Music,2093.0,Female,2013,Intermediate_2
Physical Education,1373.0,Female,2013,Intermediate_2
Sport and Recreation,91.0,Female,2013,Intermediate_2
Classical Greek,1.0,Male,2000,Intermediate_1
English and Communication,477.0,Male,2000,Intermediate_1
French,8.0,Male,2000,Intermediate_1
Gaelic (Learners),5.0,Male,2000,Intermediate_1
German,4.0,Male,2000,Intermediate_1
Italian,5.0,Male,2000,Intermediate_1
Latin,1.0,Male,2000,Intermediate_1
Spanish,51.0,Male,2000,Intermediate_1
Accounting and Finance,162.0,Male,2000,Intermediate_1
Mathematics,1423.0,Male,2000,Intermediate_1
Biology,14.0,Male,2000,Intermediate_1
Chemistry,7.0,Male,2000,Intermediate_1
Geology,31.0,Male,2000,Intermediate_1
Managing Environmental Resources,10.0,Male,2000,Intermediate_1
Physics,59.0,Male,2000,Intermediate_1
Classical Studies,3.0,Male,2000,Intermediate_1
Geography,119.0,Male,2000,Intermediate_1
History,68.0,Male,2000,Intermediate_1
Modern Studies,63.0,Male,2000,Intermediate_1
Psychology,3.0,Male,2000,Intermediate_1
"Religious, Moral and Philosophical Studies",11.0,Male,2000,Intermediate_1
Sociology,,Male,2000,Intermediate_1
Administration,173.0,Male,2000,Intermediate_1
Business Management,42.0,Male,2000,Intermediate_1
Computing Studies,201.0,Male,2000,Intermediate_1
Engineering Craft Skills,34.0,Male,2000,Intermediate_1
Health and Food Technology,270.0,Male,2000,Intermediate_1
Home Economics - Fashion and Textile Technology,5.0,Male,2000,Intermediate_1
Home Economics - Lifestyle and Consumer Technology,7.0,Male,2000,Intermediate_1
Travel and Tourism,74.0,Male,2000,Intermediate_1
Woodworking Skills,195.0,Male,2000,Intermediate_1
Art and Design,38.0,Male,2000,Intermediate_1
Drama,11.0,Male,2000,Intermediate_1
Media Studies,9.0,Male,2000,Intermediate_1
Music,34.0,Male,2000,Intermediate_1
Physical Education,88.0,Male,2000,Intermediate_1
Classical Greek,,Female,2000,Intermediate_1
English and Communication,365.0,Female,2000,Intermediate_1
French,15.0,Female,2000,Intermediate_1
Gaelic (Learners),,Female,2000,Intermediate_1
German,19.0,Female,2000,Intermediate_1
Italian,38.0,Female,2000,Intermediate_1
Latin,3.0,Female,2000,Intermediate_1
Spanish,130.0,Female,2000,Intermediate_1
Accounting and Finance,293.0,Female,2000,Intermediate_1
Mathematics,1548.0,Female,2000,Intermediate_1
Biology,24.0,Female,2000,Intermediate_1
Chemistry,4.0,Female,2000,Intermediate_1
Geology,19.0,Female,2000,Intermediate_1
Managing Environmental Resources,,Female,2000,Intermediate_1
Physics,15.0,Female,2000,Intermediate_1
Classical Studies,1.0,Female,2000,Intermediate_1
Geography,63.0,Female,2000,Intermediate_1
History,106.0,Female,2000,Intermediate_1
Modern Studies,63.0,Female,2000,Intermediate_1
Psychology,11.0,Female,2000,Intermediate_1
"Religious, Moral and Philosophical Studies",15.0,Female,2000,Intermediate_1
Sociology,1.0,Female,2000,Intermediate_1
Administration,319.0,Female,2000,Intermediate_1
Business Management,62.0,Female,2000,Intermediate_1
Computing Studies,96.0,Female,2000,Intermediate_1
Engineering Craft Skills,4.0,Female,2000,Intermediate_1
Health and Food Technology,642.0,Female,2000,Intermediate_1
Home Economics - Fashion and Textile Technology,63.0,Female,2000,Intermediate_1
Home Economics - Lifestyle and Consumer Technology,165.0,Female,2000,Intermediate_1
Travel and Tourism,134.0,Female,2000,Intermediate_1
Woodworking Skills,47.0,Female,2000,Intermediate_1
Art and Design,44.0,Female,2000,Intermediate_1
Drama,20.0,Female,2000,Intermediate_1
Media Studies,11.0,Female,2000,Intermediate_1
Music,25.0,Female,2000,Intermediate_1
Physical Education,25.0,Female,2000,Intermediate_1
English and Communication,2074.0,Male,2001,Intermediate_1
French,25.0,Male,2001,Intermediate_1
Gaelic (Learners),5.0,Male,2001,Intermediate_1
German,12.0,Male,2001,Intermediate_1
Italian,49.0,Male,2001,Intermediate_1
Latin,1.0,Male,2001,Intermediate_1
Spanish,95.0,Male,2001,Intermediate_1
Accounting and Finance,148.0,Male,2001,Intermediate_1
Mathematics,1896.0,Male,2001,Intermediate_1
Biology,99.0,Male,2001,Intermediate_1
Chemistry,23.0,Male,2001,Intermediate_1
Geology,52.0,Male,2001,Intermediate_1
Managing Environmental Resources,14.0,Male,2001,Intermediate_1
Physics,125.0,Male,2001,Intermediate_1
Classical Studies,3.0,Male,2001,Intermediate_1
Economics,3.0,Male,2001,Intermediate_1
Geography,197.0,Male,2001,Intermediate_1
History,164.0,Male,2001,Intermediate_1
Modern Studies,83.0,Male,2001,Intermediate_1
Psychology,2.0,Male,2001,Intermediate_1
"Religious, Moral and Philosophical Studies",54.0,Male,2001,Intermediate_1
Sociology,,Male,2001,Intermediate_1
Administration,343.0,Male,2001,Intermediate_1
Business Management,48.0,Male,2001,Intermediate_1
Care,5.0,Male,2001,Intermediate_1
Computing Studies,442.0,Male,2001,Intermediate_1
Engineering Craft Skills,59.0,Male,2001,Intermediate_1
Health and Food Technology,454.0,Male,2001,Intermediate_1
Home Economics - Fashion and Textile Technology,5.0,Male,2001,Intermediate_1
Home Economics - Lifestyle and Consumer Technology,17.0,Male,2001,Intermediate_1
Personal and Social Education,2.0,Male,2001,Intermediate_1
Travel and Tourism,149.0,Male,2001,Intermediate_1
Woodworking Skills,386.0,Male,2001,Intermediate_1
Art and Design,128.0,Male,2001,Intermediate_1
Drama,11.0,Male,2001,Intermediate_1
Media Studies,33.0,Male,2001,Intermediate_1
Music,70.0,Male,2001,Intermediate_1
Physical Education,258.0,Male,2001,Intermediate_1
English and Communication,1504.0,Female,2001,Intermediate_1
French,36.0,Female,2001,Intermediate_1
Gaelic (Learners),8.0,Female,2001,Intermediate_1
German,35.0,Female,2001,Intermediate_1
Italian,129.0,Female,2001,Intermediate_1
Latin,3.0,Female,2001,Intermediate_1
Spanish,303.0,Female,2001,Intermediate_1
Accounting and Finance,275.0,Female,2001,Intermediate_1
Mathematics,2037.0,Female,2001,Intermediate_1
Biology,171.0,Female,2001,Intermediate_1
Chemistry,18.0,Female,2001,Intermediate_1
Geology,32.0,Female,2001,Intermediate_1
Managing Environmental Resources,,Female,2001,Intermediate_1
Physics,22.0,Female,2001,Intermediate_1
Classical Studies,6.0,Female,2001,Intermediate_1
Economics,,Female,2001,Intermediate_1
Geography,132.0,Female,2001,Intermediate_1
History,156.0,Female,2001,Intermediate_1
Modern Studies,109.0,Female,2001,Intermediate_1
Psychology,4.0,Female,2001,Intermediate_1
"Religious, Moral and Philosophical Studies",92.0,Female,2001,Intermediate_1
Sociology,1.0,Female,2001,Intermediate_1
Administration,643.0,Female,2001,Intermediate_1
Business Management,74.0,Female,2001,Intermediate_1
Care,38.0,Female,2001,Intermediate_1
Computing Studies,339.0,Female,2001,Intermediate_1
Engineering Craft Skills,2.0,Female,2001,Intermediate_1
Health and Food Technology,1028.0,Female,2001,Intermediate_1
Home Economics - Fashion and Textile Technology,130.0,Female,2001,Intermediate_1
Home Economics - Lifestyle and Consumer Technology,350.0,Female,2001,Intermediate_1
Personal and Social Education,10.0,Female,2001,Intermediate_1
Travel and Tourism,352.0,Female,2001,Intermediate_1
Woodworking Skills,63.0,Female,2001,Intermediate_1
Art and Design,155.0,Female,2001,Intermediate_1
Drama,7.0,Female,2001,Intermediate_1
Media Studies,33.0,Female,2001,Intermediate_1
Music,71.0,Female,2001,Intermediate_1
Physical Education,79.0,Female,2001,Intermediate_1
English and Communication,2576.0,Male,2002,Intermediate_1
French,61.0,Male,2002,Intermediate_1
Gaelic (Learners),10.0,Male,2002,Intermediate_1
Gaidhlig,3.0,Male,2002,Intermediate_1
German,26.0,Male,2002,Intermediate_1
Italian,37.0,Male,2002,Intermediate_1
Latin,7.0,Male,2002,Intermediate_1
Russian,2.0,Male,2002,Intermediate_1
Spanish,143.0,Male,2002,Intermediate_1
Accounting and Finance,124.0,Male,2002,Intermediate_1
Mathematics,2534.0,Male,2002,Intermediate_1
Biology,273.0,Male,2002,Intermediate_1
Chemistry,147.0,Male,2002,Intermediate_1
Geology,31.0,Male,2002,Intermediate_1
Managing Environmental Resources,6.0,Male,2002,Intermediate_1
Physics,212.0,Male,2002,Intermediate_1
Classical Studies,3.0,Male,2002,Intermediate_1
Economics,5.0,Male,2002,Intermediate_1
Geography,194.0,Male,2002,Intermediate_1
History,237.0,Male,2002,Intermediate_1
Modern Studies,82.0,Male,2002,Intermediate_1
Psychology,2.0,Male,2002,Intermediate_1
"Religious, Moral and Philosophical Studies",177.0,Male,2002,Intermediate_1
Sociology,1.0,Male,2002,Intermediate_1
Administration,382.0,Male,2002,Intermediate_1
Business Management,35.0,Male,2002,Intermediate_1
Care,8.0,Male,2002,Intermediate_1
Computing Studies,531.0,Male,2002,Intermediate_1
Engineering Craft Skills,62.0,Male,2002,Intermediate_1
Health and Food Technology,562.0,Male,2002,Intermediate_1
Home Economics - Fashion and Textile Technology,10.0,Male,2002,Intermediate_1
Home Economics - Lifestyle and Consumer Technology,12.0,Male,2002,Intermediate_1
Personal and Social Education,9.0,Male,2002,Intermediate_1
Travel and Tourism,160.0,Male,2002,Intermediate_1
Woodworking Skills,443.0,Male,2002,Intermediate_1
Art and Design,173.0,Male,2002,Intermediate_1
Drama,14.0,Male,2002,Intermediate_1
Media Studies,55.0,Male,2002,Intermediate_1
Music,84.0,Male,2002,Intermediate_1
Physical Education,393.0,Male,2002,Intermediate_1
English and Communication,1862.0,Female,2002,Intermediate_1
French,97.0,Female,2002,Intermediate_1
Gaelic (Learners),10.0,Female,2002,Intermediate_1
Gaidhlig,4.0,Female,2002,Intermediate_1
German,33.0,Female,2002,Intermediate_1
Italian,162.0,Female,2002,Intermediate_1
Latin,9.0,Female,2002,Intermediate_1
Russian,1.0,Female,2002,Intermediate_1
Spanish,393.0,Female,2002,Intermediate_1
Accounting and Finance,270.0,Female,2002,Intermediate_1
Mathematics,2536.0,Female,2002,Intermediate_1
Biology,356.0,Female,2002,Intermediate_1
Chemistry,116.0,Female,2002,Intermediate_1
Geology,18.0,Female,2002,Intermediate_1
Managing Environmental Resources,3.0,Female,2002,Intermediate_1
Physics,70.0,Female,2002,Intermediate_1
Classical Studies,1.0,Female,2002,Intermediate_1
Economics,3.0,Female,2002,Intermediate_1
Geography,124.0,Female,2002,Intermediate_1
History,198.0,Female,2002,Intermediate_1
Modern Studies,106.0,Female,2002,Intermediate_1
Psychology,18.0,Female,2002,Intermediate_1
"Religious, Moral and Philosophical Studies",186.0,Female,2002,Intermediate_1
Sociology,7.0,Female,2002,Intermediate_1
Administration,620.0,Female,2002,Intermediate_1
Business Management,56.0,Female,2002,Intermediate_1
Care,114.0,Female,2002,Intermediate_1
Computing Studies,301.0,Female,2002,Intermediate_1
Engineering Craft Skills,1.0,Female,2002,Intermediate_1
Health and Food Technology,1192.0,Female,2002,Intermediate_1
Home Economics - Fashion and Textile Technology,215.0,Female,2002,Intermediate_1
Home Economics - Lifestyle and Consumer Technology,508.0,Female,2002,Intermediate_1
Personal and Social Education,16.0,Female,2002,Intermediate_1
Travel and Tourism,379.0,Female,2002,Intermediate_1
Woodworking Skills,76.0,Female,2002,Intermediate_1
Art and Design,178.0,Female,2002,Intermediate_1
Drama,17.0,Female,2002,Intermediate_1
Media Studies,54.0,Female,2002,Intermediate_1
Music,116.0,Female,2002,Intermediate_1
Physical Education,100.0,Female,2002,Intermediate_1
English,3312.0,Male,2006,Intermediate_1
French,747.0,Male,2006,Intermediate_1
Gaelic (Learners),5.0,Male,2006,Intermediate_1
German,128.0,Male,2006,Intermediate_1
Italian,76.0,Male,2006,Intermediate_1
Latin,1.0,Male,2006,Intermediate_1
Russian,7.0,Male,2006,Intermediate_1
Spanish,320.0,Male,2006,Intermediate_1
Accounting,52.0,Male,2006,Intermediate_1
Mathematics,5180.0,Male,2006,Intermediate_1
Biology,1519.0,Male,2006,Intermediate_1
Chemistry,1100.0,Male,2006,Intermediate_1
Geology,32.0,Male,2006,Intermediate_1
Managing Environmental Resources,13.0,Male,2006,Intermediate_1
Physics,1558.0,Male,2006,Intermediate_1
Classical Studies,4.0,Male,2006,Intermediate_1
Economics,8.0,Male,2006,Intermediate_1
Geography (New),295.0,Male,2006,Intermediate_1
History,588.0,Male,2006,Intermediate_1
Modern Studies,225.0,Male,2006,Intermediate_1
Psychology (New),37.0,Male,2006,Intermediate_1
"Religious, Moral and Philosophical Studies",33.0,Male,2006,Intermediate_1
"Religious, Moral and Philosophical Studies (New)",258.0,Male,2006,Intermediate_1
Sociology,6.0,Male,2006,Intermediate_1
Administration,434.0,Male,2006,Intermediate_1
Applied Practical Electronics,52.0,Male,2006,Intermediate_1
Business Management,169.0,Male,2006,Intermediate_1
Care,29.0,Male,2006,Intermediate_1
Computing Studies (New),1006.0,Male,2006,Intermediate_1
Construction Crafts,96.0,Male,2006,Intermediate_1
Early Education and Childcare,3.0,Male,2006,Intermediate_1
Engineering Craft Skills,56.0,Male,2006,Intermediate_1
Home Economics: Fashion and Textile Technology,6.0,Male,2006,Intermediate_1
Home Economics: Health and Food Technology,149.0,Male,2006,Intermediate_1
Home Economics: Lifestyle and Consumer Technology,30.0,Male,2006,Intermediate_1
Hospitality: Practical Cookery,1407.0,Male,2006,Intermediate_1
Personal and Social Education,19.0,Male,2006,Intermediate_1
Travel and Tourism,230.0,Male,2006,Intermediate_1
Woodworking Skills,1126.0,Male,2006,Intermediate_1
Art and Design,715.0,Male,2006,Intermediate_1
Drama,26.0,Male,2006,Intermediate_1
Media Studies,192.0,Male,2006,Intermediate_1
Music,339.0,Male,2006,Intermediate_1
Physical Education,717.0,Male,2006,Intermediate_1
Sport and Recreation,18.0,Male,2006,Intermediate_1
English,2516.0,Female,2006,Intermediate_1
French,723.0,Female,2006,Intermediate_1
Gaelic (Learners),8.0,Female,2006,Intermediate_1
German,118.0,Female,2006,Intermediate_1
Italian,112.0,Female,2006,Intermediate_1
Latin,,Female,2006,Intermediate_1
Russian,7.0,Female,2006,Intermediate_1
Spanish,531.0,Female,2006,Intermediate_1
Accounting,67.0,Female,2006,Intermediate_1
Mathematics,5137.0,Female,2006,Intermediate_1
Biology,2456.0,Female,2006,Intermediate_1
Chemistry,829.0,Female,2006,Intermediate_1
Geology,12.0,Female,2006,Intermediate_1
Managing Environmental Resources,23.0,Female,2006,Intermediate_1
Physics,287.0,Female,2006,Intermediate_1
Classical Studies,4.0,Female,2006,Intermediate_1
Economics,2.0,Female,2006,Intermediate_1
Geography (New),219.0,Female,2006,Intermediate_1
History,517.0,Female,2006,Intermediate_1
Modern Studies,290.0,Female,2006,Intermediate_1
Psychology (New),160.0,Female,2006,Intermediate_1
"Religious, Moral and Philosophical Studies",40.0,Female,2006,Intermediate_1
"Religious, Moral and Philosophical Studies (New)",279.0,Female,2006,Intermediate_1
Sociology,17.0,Female,2006,Intermediate_1
Administration,937.0,Female,2006,Intermediate_1
Applied Practical Electronics,3.0,Female,2006,Intermediate_1
Business Management,169.0,Female,2006,Intermediate_1
Care,322.0,Female,2006,Intermediate_1
Computing Studies (New),546.0,Female,2006,Intermediate_1
Construction Crafts,1.0,Female,2006,Intermediate_1
Early Education and Childcare,108.0,Female,2006,Intermediate_1
Engineering Craft Skills,7.0,Female,2006,Intermediate_1
Home Economics: Fashion and Textile Technology,399.0,Female,2006,Intermediate_1
Home Economics: Health and Food Technology,340.0,Female,2006,Intermediate_1
Home Economics: Lifestyle and Consumer Technology,765.0,Female,2006,Intermediate_1
Hospitality: Practical Cookery,2432.0,Female,2006,Intermediate_1
Personal and Social Education,51.0,Female,2006,Intermediate_1
Travel and Tourism,425.0,Female,2006,Intermediate_1
Woodworking Skills,153.0,Female,2006,Intermediate_1
Art and Design,891.0,Female,2006,Intermediate_1
Drama,51.0,Female,2006,Intermediate_1
Media Studies,233.0,Female,2006,Intermediate_1
Music,413.0,Female,2006,Intermediate_1
Physical Education,251.0,Female,2006,Intermediate_1
Sport and Recreation,,Female,2006,Intermediate_1
English,3900.0,Male,2009,Intermediate_1
French,1041.0,Male,2009,Intermediate_1
Gaelic (Learners),11.0,Male,2009,Intermediate_1
Gaidhlig,9.0,Male,2009,Intermediate_1
German,115.0,Male,2009,Intermediate_1
Italian,16.0,Male,2009,Intermediate_1
Latin,0.0,Male,2009,Intermediate_1
Mandarin (Simplified),1.0,Male,2009,Intermediate_1
Mandarin (Traditional),3.0,Male,2009,Intermediate_1
Spanish,335.0,Male,2009,Intermediate_1
Accounting,31.0,Male,2009,Intermediate_1
Mathematics,5953.0,Male,2009,Intermediate_1
Biology,2185.0,Male,2009,Intermediate_1
Chemistry,1687.0,Male,2009,Intermediate_1
Geology,36.0,Male,2009,Intermediate_1
Managing Environmental Resources,37.0,Male,2009,Intermediate_1
Physics,2126.0,Male,2009,Intermediate_1
Classical Studies,12.0,Male,2009,Intermediate_1
Economics,6.0,Male,2009,Intermediate_1
Geography (New),456.0,Male,2009,Intermediate_1
History,906.0,Male,2009,Intermediate_1
Modern Studies,329.0,Male,2009,Intermediate_1
Psychology (New),30.0,Male,2009,Intermediate_1
"Religious, Moral and Philosophical Studies (New)",363.0,Male,2009,Intermediate_1
Administration,730.0,Male,2009,Intermediate_1
Applied Practical Electronics,169.0,Male,2009,Intermediate_1
Business Management,379.0,Male,2009,Intermediate_1
Care,25.0,Male,2009,Intermediate_1
Computing Studies (New),1475.0,Male,2009,Intermediate_1
Construction Crafts,1595.0,Male,2009,Intermediate_1
Early Education and Childcare,25.0,Male,2009,Intermediate_1
Engineering Craft Skills,134.0,Male,2009,Intermediate_1
Engineering Skills,451.0,Male,2009,Intermediate_1
Graphic Communication,234.0,Male,2009,Intermediate_1
Hairdressing,13.0,Male,2009,Intermediate_1
Home Economics: Fashion and Textile Technology,18.0,Male,2009,Intermediate_1
Home Economics: Health and Food Technology,139.0,Male,2009,Intermediate_1
Home Economics: Lifestyle and Consumer Technology,15.0,Male,2009,Intermediate_1
Hospitality,50.0,Male,2009,Intermediate_1
Hospitality: Practical Cookery,2153.0,Male,2009,Intermediate_1
Personal Development,22.0,Male,2009,Intermediate_1
Rural Skills,244.0,Male,2009,Intermediate_1
Travel and Tourism,256.0,Male,2009,Intermediate_1
Uniformed and Emergency Services,30.0,Male,2009,Intermediate_1
Woodworking Skills,1583.0,Male,2009,Intermediate_1
